"type_name","team_name","selected_by","total_points","team_code","team_id","status","first_name","second_name","now_cost","value_form","value_season","points_per_game","ep_next","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","ea_index","bps","team"
"Goalkeeper","Liverpool",0,0,14,9,"u","Jose","Reina",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Goalkeeper","Liverpool",4.1,94,14,9,"a","Simon","Mignolet",52,1.1,18.1,3.9,5.8,2145,0,0,10,24,1,0,0,0,0,58,2,266,390,9
"Defender","Crystal Palace",0.6,51,31,5,"a","Martin","Kelly",44,0.6,11.6,2.3,2.5,1850,0,1,4,31,0,0,0,2,0,0,1,209,272,5
"Defender","Liverpool",0.7,38,14,9,"d","Glen","Johnson",52,0,7.3,3.2,0.2,878,1,1,2,14,0,0,0,1,0,0,5,131,174,9
"Defender","Liverpool",7.6,91,14,9,"a","Martin","Skrtel",59,0.8,15.4,4,5,2070,1,0,9,26,0,0,0,6,0,0,17,311,500,9
"Defender","Liverpool",0.2,0,14,9,"u","Daniel","Agger",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Defender","Liverpool",0.2,9,14,9,"a","José","Enrique Sanchez Diaz",45,0,2,2.2,0,205,0,0,1,2,0,0,0,0,0,0,0,35,37,9
"Defender","Sunderland",0,8,56,17,"a","Sebastián","Coates",44,0,1.8,2,0,283,0,0,1,7,0,0,0,1,0,0,1,16,54,17
"Defender","West Brom",19.8,73,35,19,"a","Andre","Wisdom",44,0.1,16.6,3.3,0.3,1950,0,1,8,29,0,0,0,1,0,0,7,205,379,19
"Defender","Liverpool",0,0,14,9,"u","Conor","Coady",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Defender","Liverpool",0.5,22,14,9,"a","Kolo","Touré",47,0,4.7,2.8,0,551,0,0,2,7,0,0,0,0,0,0,3,68,134,9
"Defender","Liverpool",0.2,0,14,9,"i","Jon","Flanagan",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Defender","Liverpool",1.4,52,14,9,"d","Mamadou","Sakho",52,0.7,10,4.3,2.6,1059,0,0,6,9,0,0,0,1,0,0,8,142,288,9
"Defender","Liverpool",0.1,0,14,9,"u","Tiago","Ilori",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Defender","Liverpool",0,0,14,9,"u","Brad","Smith",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Midfielder","Liverpool",3.3,87,14,9,"i","Steven","Gerrard",86,0.3,10.1,4,0,1772,6,1,4,28,0,0,0,6,0,0,15,335,422,9
"Midfielder","Liverpool",1.3,28,14,9,"i","Leiva","Lucas",43,0.2,6.5,2,0,1003,0,0,6,9,0,0,0,3,0,0,0,186,177,9
"Midfielder","Liverpool",13.4,97,14,9,"d","Jordan","Henderson",62,0.4,15.6,3.9,1.7,2176,2,7,9,26,0,0,0,5,0,0,13,383,464,9
"Midfielder","Liverpool",29.5,118,14,9,"a","Raheem","Sterling",84,0.6,14,4.9,5.3,2060,6,7,9,26,0,0,0,4,0,0,15,495,385,9
"Midfielder","Liverpool",0.1,29,14,9,"a","Joe","Allen",49,0.3,5.9,2.2,1.5,772,0,1,6,9,0,0,0,2,0,0,0,101,143,9
"Midfielder","Liverpool",4.9,85,14,9,"a","Philippe","Coutinho",77,0.8,11,3.7,6,1712,3,5,7,24,0,0,0,2,0,0,9,378,329,9
"Midfielder","Liverpool",1,10,14,9,"a","Jordon","Ibe",44,0.5,2.3,2,0,270,0,0,2,2,0,0,0,0,0,0,0,63,46,9
"Midfielder","Liverpool",0,0,14,9,"u","Jesús","Fernández Saez",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Midfielder","Liverpool",0,0,14,9,"i","Jordan","Rossiter",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Midfielder","Liverpool",0,0,14,9,"u","João Carlos","Vilaça Teixeira",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Midfielder","Liverpool",0.1,13,14,9,"u","Oussama","Assaidi",48,0,2.7,1.4,0,231,0,1,0,4,0,0,0,1,0,0,0,46,33,9
"Midfielder","Liverpool",0.3,40,14,9,"a","Emre","Can",52,0.5,7.7,2.7,2.8,1036,1,0,7,9,0,0,0,1,0,0,3,157,218,9
"Midfielder","Liverpool",0.5,68,14,9,"a","Adam","Lallana",83,0.3,8.2,4,2.5,1134,4,3,6,11,0,0,0,2,0,0,5,247,256,9
"Forward","Liverpool",11,25,14,9,"a","Daniel","Sturridge",112,0.3,2.2,3.6,3.8,430,2,2,1,6,0,0,0,0,0,0,0,127,78,9
"Forward","Liverpool",0,0,14,9,"u","Iago","Aspas",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Forward","Liverpool",1.9,36,14,9,"a","Rickie","Lambert",68,0,5.3,2,0.3,605,2,2,2,7,0,0,0,1,0,0,0,121,101,9
"Forward","Liverpool",0.2,17,14,9,"a","Fabio","Borini",60,0,2.8,1.7,0,350,1,1,2,7,0,0,0,1,1,0,1,48,43,9
"Goalkeeper","Man City",6.5,89,43,10,"a","Joe","Hart",61,0.5,14.6,3.7,3.3,2160,0,0,8,21,0,1,0,1,0,51,1,267,356,10
"Goalkeeper","Man City",0.1,3,43,10,"a","Willy","Caballero",52,0,0.6,1.5,0,180,0,0,0,4,0,0,0,0,0,6,0,30,24,10
"Defender","Man City",3.1,39,43,10,"a","Aleksandar","Kolarov",57,0.4,6.8,3,2,769,0,2,4,6,0,0,0,3,0,0,0,137,174,10
"Defender","Man City",0.1,0,43,10,"u","Micah","Richards",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Defender","Man City",5,66,43,10,"a","Pablo","Zabaleta",64,0.4,10.3,3.5,2.5,1685,1,3,6,19,1,0,0,4,1,0,4,269,380,10
"Defender","Man City",9.3,55,43,10,"a","Vincent","Kompany",64,0.4,8.6,3.1,2.8,1606,0,0,6,16,0,0,0,6,0,0,5,213,335,10
"Defender","Man City",14.5,84,43,10,"a","Gaël","Clichy",58,0.3,14.5,4.4,1.5,1697,1,3,5,20,0,0,0,1,0,0,18,318,437,10
"Defender","Man City",0,0,43,10,"u","Karim","Rekik",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Defender","Man City",0.2,0,43,10,"u","Matija","Nastasic",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Defender","Man City",0.1,1,43,10,"a","Dedryck","Boyata",42,0,0.2,1,0,90,0,0,0,1,0,0,0,1,0,0,0,16,13,10
"Defender","Man City",1.4,52,43,10,"a","Martín","Demichelis",59,0.2,8.8,2.5,1,1662,1,0,4,19,1,0,0,3,0,0,1,241,357,10
"Defender","Man City",1.3,15,43,10,"a","Bacary","Sagna",51,0.1,2.9,2.1,0.5,561,0,0,1,7,0,0,0,1,0,0,0,85,95,10
"Midfielder","Sunderland",1.5,36,56,17,"i","Jack","Rodwell",47,0,7.7,2.4,0,889,2,0,2,20,0,0,0,2,0,0,1,147,142,17
"Midfielder","Man City",2.2,73,43,10,"a","Samir","Nasri",82,0.8,8.9,3.8,6.8,1427,2,6,7,13,0,0,0,4,0,0,6,363,381,10
"Midfielder","Man City",19.8,121,43,10,"a","David","Silva",95,0.8,12.7,6,7.8,1621,9,6,6,19,0,0,0,4,0,0,17,476,492,10
"Midfielder","Man City",6.5,93,43,10,"a","Gnegneri Yaya","Touré",107,0,8.7,4.9,0.5,1613,7,1,9,13,0,0,0,5,0,0,14,430,407,10
"Midfielder","Man City",2.1,73,43,10,"a","James","Milner",55,0.9,13.3,3.3,4.8,1249,2,7,4,12,0,0,0,2,0,0,6,290,291,10
"Midfielder","Man City",0.1,0,43,10,"u","Francisco Javier","García Fernández",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Midfielder","Man City",1.2,68,43,10,"a","Jesús","Navas",72,0.2,9.4,2.7,1.8,1600,0,6,4,19,0,0,0,2,0,0,7,312,367,10
"Midfielder","Man City",0.8,60,43,10,"a","Fernando","Luiz Rosa",68,0.3,8.8,2.6,2,1542,2,2,4,20,0,0,0,6,0,0,6,323,349,10
"Midfielder","Aston Villa",0.1,13,7,2,"a","Scott","Sinclair",52,0.5,2.5,2.2,2.8,195,1,0,0,5,0,0,0,0,0,0,1,29,42,2
"Midfielder","Man City",0.5,39,43,10,"a","Fernando Francisco","Reges",48,0.2,8.1,2.1,1,1339,1,1,4,15,0,0,0,6,0,0,0,225,256,10
"Forward","Man City",3.8,49,43,10,"a","Edin","Dzeko",79,0.6,6.2,3.1,4.5,728,3,4,5,5,0,0,0,1,0,0,3,176,162,10
"Forward","Man City",27.9,137,43,10,"a","Sergio","Agüero",129,0.6,10.6,6.5,7.5,1468,17,6,3,19,0,0,1,4,0,0,20,589,523,10
"Forward","Man City",0,0,43,10,"u","Álvaro","Negredo",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Forward","Man City",2.9,57,43,10,"a","Stevan","Jovetic",78,0.1,7.3,3.8,0.5,741,5,2,4,7,0,0,0,0,0,0,9,229,247,10
"Goalkeeper","Man Utd",23.3,98,1,11,"a","David","de Gea",59,0.4,16.6,3.8,2.3,2340,0,0,7,26,0,1,0,0,0,72,2,300,394,11
"Goalkeeper","Man Utd",0.1,0,1,11,"a","Anders","Lindegaard",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Defender","Man Utd",0.8,47,1,11,"a","Chris","Smalling",53,0.8,8.9,3.4,4.5,895,3,0,1,14,0,0,0,0,1,0,8,169,215,11
"Defender","Man Utd",4.3,49,1,11,"a","Phil","Jones",53,0.2,9.2,3.3,1.3,1262,0,1,4,13,0,0,0,2,0,0,6,167,301,11
"Defender","Man Utd",0.5,20,1,11,"a","Rafael Pereira","da Silva",52,0,3.8,2.2,0,588,0,1,1,11,0,0,0,2,0,0,3,89,131,11
"Defender","Man Utd",0.1,0,1,11,"u","Patrice","Evra",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Defender","Man Utd",0.4,37,1,11,"a","Jonny","Evans",51,0.1,7.3,3.4,0.5,859,0,0,4,6,0,0,0,1,0,0,2,134,199,11
"Defender","Man Utd",0,0,1,11,"u","Guillermo","Varela",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Defender","Burnley",0.1,29,90,3,"a","Michael","Keane",44,0.3,6.6,1.7,1.3,1327,0,1,1,24,0,0,0,1,0,0,0,127,222,3
"Defender","Man Utd",2.7,31,1,11,"a","Luke","Shaw",57,0.1,5.4,2.4,0.5,913,0,0,2,10,0,0,0,0,1,0,4,123,182,11
"Midfielder","Man Utd",6.1,84,1,11,"a","Juan","Mata",83,0.1,10.1,4,0.5,1481,5,3,5,16,0,0,0,1,0,0,9,295,376,11
"Midfielder","Man Utd",0.5,47,1,11,"a","Marouane","Fellaini",63,0.1,7.5,3.1,0.5,974,3,1,3,9,0,0,0,4,0,0,6,233,196,11
"Midfielder","Man Utd",0.8,62,1,11,"a","Antonio","Valencia",58,0.3,10.7,3.1,1.5,1500,0,5,7,10,0,0,0,2,0,0,6,279,342,11
"Midfielder","Man Utd",0.6,1,1,11,"u","Luis","Nani",70,0,0.1,1,0,45,0,0,0,1,0,0,0,0,0,0,0,5,3,11
"Midfielder","Man Utd",0,1,1,11,"u","Anderson","Oliveira",47,0,0.2,1,0,21,0,0,0,0,0,0,0,0,0,0,0,3,4,11
"Midfielder","Man Utd",0.1,36,1,11,"i","Michael","Carrick",54,0,6.7,2.8,0,1099,0,1,6,7,0,0,0,1,0,0,3,192,213,11
"Midfielder","West Brom",0.5,22,35,19,"a","Darren","Fletcher",45,0.4,4.9,1.6,2,639,0,0,3,8,0,0,0,1,0,0,0,78,122,19
"Midfielder","Aston Villa",0.1,40,7,2,"a","Tom","Cleverley",52,0.1,7.7,1.9,0.8,1716,0,0,5,28,0,0,0,6,0,0,0,163,281,2
"Midfielder","Man Utd",0.8,30,1,11,"a","Ashley","Young",49,0,6.1,2.1,0,1095,0,1,5,9,0,0,0,5,0,0,1,192,174,11
"Midfielder","Man Utd",0,3,1,11,"a","Nick","Powell",44,0,0.7,1,0,43,0,0,0,1,0,0,0,0,0,0,0,-6,7,11
"Midfielder","Man Utd",0.2,0,1,11,"u","Shinji","Kagawa",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Midfielder","Man Utd",0.1,1,1,11,"u","Jesse","Lingard",43,0,0.2,1,0,23,0,0,0,0,0,0,0,0,0,0,0,2,3,11
"Midfielder","Man Utd",1.1,22,1,11,"a","Adnan","Januzaj",61,0.2,3.6,1.6,1.5,690,0,0,1,10,0,0,0,0,0,0,0,71,64,11
"Midfielder","Crystal Palace",0.6,47,31,5,"a","Wilfried","Zaha",51,0.4,9.2,2.5,2,1046,1,2,5,14,0,0,0,0,0,0,0,182,101,5
"Midfielder","Man Utd",2.1,50,1,11,"a","Ander","Herrera",71,0.4,7,3.6,2.8,798,3,3,2,12,0,0,0,2,0,0,5,191,231,11
"Forward","Man Utd",2.6,103,1,11,"d","Robin","van Persie",121,0.4,8.5,4.3,3.6,1985,10,2,9,21,0,0,0,5,0,0,14,463,346,11
"Forward","Man Utd",0.3,1,1,11,"u","Javier","Hernández",59,0,0.2,1,0,45,0,0,0,1,0,0,0,0,0,0,0,3,2,11
"Forward","Man Utd",15.3,89,1,11,"a","Wayne","Rooney",105,0.1,8.5,4,1.5,1935,8,4,7,21,0,0,0,5,1,0,10,433,499,11
"Forward","Arsenal",5.3,78,3,1,"a","Danny","Welbeck",69,0.4,11.3,3.9,2.5,1548,4,6,6,17,0,0,0,3,0,0,10,336,305,1
"Forward","Man Utd",0.4,15,1,11,"d","James","Wilson",44,0.1,3.4,1.2,0.2,339,1,0,1,3,0,0,0,3,0,0,0,69,41,11
"Forward","Leicester",0.1,2,13,8,"a","Tom","Lawrence",43,0,0.5,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,2,8
"Goalkeeper","Newcastle",13.2,62,4,12,"a","Tim","Krul",44,0.8,14.1,3.4,3.5,1620,0,0,6,26,0,0,0,1,0,46,4,177,263,12
"Goalkeeper","Newcastle",2.5,5,4,12,"i","Robert","Elliot",40,0,1.2,1.7,0,225,0,0,0,2,0,0,0,0,0,5,0,20,28,12
"Defender","Newcastle",0.5,40,4,12,"a","Michael","Williamson",43,0.6,9.3,1.9,2.5,1548,1,1,3,34,0,0,0,4,1,0,2,156,254,12
"Defender","Newcastle",3,24,4,12,"i","Steven","Taylor",38,0,6.3,2.4,0,652,1,0,2,7,0,0,0,2,1,0,0,95,92,12
"Defender","Newcastle",4.2,63,4,12,"a","Fabricio","Coloccini",45,0.6,14,2.7,2.5,2057,1,0,5,40,0,0,0,3,0,0,9,214,385,12
"Defender","Newcastle",0,3,4,12,"a","Ryan","Taylor",44,0.1,0.7,1,0.3,62,0,0,0,0,0,0,0,0,0,0,0,24,9,12
"Defender","Newcastle",0.1,0,4,12,"u","Davide","Santon",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Defender","Arsenal",4.2,23,3,1,"i","Mathieu","Debuchy",52,0,4.4,2.3,0,805,1,1,0,12,0,0,0,2,0,0,0,147,130,1
"Defender","Newcastle",0.1,0,4,12,"u","Mapou","Yanga-Mbiwa",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Defender","Newcastle",0.9,38,4,12,"a","Massadio","Haidara",41,0.9,9.3,2.7,3.8,1041,0,1,3,19,0,0,0,0,0,0,4,125,200,12
"Defender","Newcastle",6.4,49,4,12,"i","Paul","Dummett",43,0.1,11.4,2.3,0,1747,0,0,5,28,1,0,0,3,0,0,3,164,295,12
"Defender","Newcastle",0.2,0,4,12,"a","Lubomir","Satka",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Midfielder","Newcastle",0.2,22,4,12,"a","Gabriel","Obertan",43,0.1,5.1,2.8,0.5,329,1,1,1,5,0,0,0,0,0,0,3,73,80,12
"Midfielder","Newcastle",1.2,23,4,12,"i","Cheick","Tioté",43,0,5.3,2.1,0,895,0,2,1,19,0,0,0,5,0,0,0,113,156,12
"Midfielder","Newcastle",0.5,11,4,12,"u","Hatem","Ben Arfa",55,0,2,1.4,0,383,0,0,1,5,0,0,0,1,0,0,0,33,39,12
"Midfielder","Newcastle",0,0,4,12,"u","Shane","Ferguson",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Midfielder","Newcastle",0,12,4,12,"a","Mehdi","Abeid",43,0.2,2.8,1.7,1,334,0,0,2,4,0,0,0,0,0,0,0,39,61,12
"Midfielder","Newcastle",0,0,4,12,"u","Sylvain","Marveaux",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Midfielder","Newcastle",0,0,4,12,"u","Gael","Bigirimana",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Midfielder","Newcastle",0.1,20,4,12,"a","Vurnon","Anita",47,0.3,4.3,1.7,1.3,737,0,0,3,15,0,0,0,2,0,0,0,59,99,12
"Midfielder","Newcastle",2,72,4,12,"a","Moussa","Sissoko",58,0.6,12.4,3,3.5,2137,2,3,6,36,0,0,0,5,1,0,7,298,279,12
"Midfielder","Newcastle",3.9,83,4,12,"s","Jack","Colback",49,0.9,16.9,3.3,0,2228,3,5,6,41,0,0,0,10,0,0,7,338,422,12
"Midfielder","Newcastle",0.2,0,4,12,"a","Jonás","Gutiérrez",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Midfielder","Newcastle",0.5,57,4,12,"a","Yoan","Gouffran",61,0.4,9.3,2.5,2.5,1656,2,1,2,36,0,0,0,3,0,0,4,234,244,12
"Midfielder","Newcastle",2.7,50,4,12,"a","Sammy","Ameobi",43,0.6,11.6,2.9,2.5,949,2,3,7,5,0,0,0,2,0,0,0,204,149,12
"Midfielder","Newcastle",0.4,3,4,12,"i","Siem","de Jong",68,0,0.4,1.5,0,99,0,0,0,2,0,0,0,0,0,0,0,14,10,12
"Forward","Newcastle",1,83,4,12,"a","Papiss Demba","Cissé",54,0.6,15.4,4.9,3.3,838,10,1,1,15,0,0,0,1,0,0,18,281,294,12
"Forward","Newcastle",0.1,0,4,12,"n","Adam","Campbell",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Forward","Newcastle",0.2,8,4,12,"a","Adam","Armstrong",43,0,1.9,1.6,0,139,0,1,0,7,0,0,0,1,0,0,0,14,16,12
"Forward","Newcastle",1.6,70,4,12,"a","Ayoze","Pérez Gutiérrez",45,0.4,15.6,2.8,2,1585,5,0,3,30,0,0,0,0,0,0,9,290,232,12
"Goalkeeper","QPR",2.6,83,52,13,"a","Robert","Green",45,0.7,18.4,3.3,0,2250,0,0,5,42,0,1,0,1,0,94,5,240,401,13
"Goalkeeper","QPR",1.7,0,52,13,"a","Brian","Murphy",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"Defender","QPR",0.2,33,52,13,"i","Richard","Dunne",43,0.4,7.7,1.9,0,1419,0,0,4,25,1,0,0,6,0,0,2,161,212,13
"Defender","QPR",0.1,22,52,13,"a","Clint","Hill",43,0.1,5.1,2.4,0,704,0,0,3,11,0,0,0,3,0,0,0,65,105,13
"Defender","QPR",0.1,14,52,13,"i","Nedum","Onuoha",43,0.2,3.3,1.2,0,990,0,1,0,21,1,0,0,1,0,0,0,89,139,13
"Defender","QPR",1.6,27,52,13,"a","Suk-Young","Yun",39,0.5,6.9,2.1,0,995,0,0,3,19,0,0,0,1,0,0,0,109,132,13
"Defender","Leicester",0.2,24,13,8,"a","Danny","Simpson",42,0.2,5.7,1.7,0,1162,0,0,2,19,0,0,0,4,0,0,0,96,165,8
"Midfielder","QPR",0.3,21,52,13,"a","Armand","Traore",43,0.2,4.9,1.4,0,747,0,0,1,18,0,0,0,2,0,0,0,65,106,13
"Midfielder","QPR",0.1,3,52,13,"i","Alejandro","Faurlin",42,0,0.7,1.5,0,91,0,0,0,1,0,0,0,0,0,0,0,7,19,13
"Midfielder","QPR",0.2,39,52,13,"a","Karl","Henry",44,0.3,8.9,1.9,0,1653,0,0,4,29,0,0,0,4,0,0,0,131,207,13
"Midfielder","QPR",0.2,32,52,13,"s","Joey","Barton",48,0.1,6.7,1.7,0,1538,0,1,4,27,0,0,0,8,1,0,1,201,230,13
"Midfielder","QPR",0.2,0,52,13,"u","Jermaine","Jenas",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"Midfielder","QPR",0,0,52,13,"u","Gary","O'Neil",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"Midfielder","QPR",0.2,24,52,13,"a","Junior","Hoilett",44,0.1,5.5,1.5,0,644,0,1,2,14,0,0,0,1,0,0,0,41,58,13
"Midfielder","QPR",0.2,1,52,13,"a","Shaun","Wright-Phillips",45,0.1,0.2,1,0,39,0,0,0,0,0,0,0,0,0,0,0,12,8,13
"Midfielder","QPR",0.1,29,52,13,"a","Matthew","Phillips",46,0.8,6.3,2.2,0,741,0,3,1,19,0,0,0,1,0,0,2,59,67,13
"Midfielder","QPR",0.1,8,52,13,"a","Adel","Taarabt",53,0.1,1.5,1.6,0,198,0,0,1,3,0,0,0,0,0,0,0,18,33,13
"Forward","Chelsea",2,32,8,4,"a","Loïc","Remy",71,0.4,4.5,2.3,0,557,3,0,1,8,0,0,0,0,0,0,1,119,111,4
"Forward","QPR",3.1,47,52,13,"a","Bobby","Zamora",41,0.4,11.5,2.1,0,1134,2,3,5,11,0,0,0,3,0,0,0,129,164,13
"Forward","QPR",14.6,125,52,13,"a","Charlie","Austin",63,0.6,19.8,5.4,0,1985,14,4,4,37,0,0,1,1,1,0,18,520,409,13
"Goalkeeper","Southampton",0.1,0,20,14,"a","Paulo","Gazzaniga",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Goalkeeper","Southampton",0.2,0,20,14,"u","Artur","Boruc",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Defender","Southampton",0.2,0,20,14,"u","Jos","Hooiveld",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Defender","Southampton",14.2,103,20,14,"a","Jose","Fonte",59,0.6,17.5,4.1,3.5,2250,0,0,12,18,0,0,0,4,0,0,13,299,534,14
"Defender","Southampton",34.7,113,20,14,"a","Nathaniel","Clyne",61,0.8,18.5,4.7,4.8,2156,2,1,11,18,0,0,0,3,0,0,13,338,495,14
"Defender","Southampton",2.2,53,20,14,"a","Maya","Yoshida",43,1.2,12.3,3.5,5,1133,1,1,4,14,0,0,0,3,0,0,8,144,236,14
"Defender","Liverpool",9.5,36,14,9,"a","Dejan","Lovren",49,0.3,7.3,2,1.5,1332,0,0,3,21,0,0,0,3,0,0,1,127,256,9
"Defender","Arsenal",7.9,58,3,1,"a","Calum","Chambers",47,0.1,12.3,3.1,0.3,1389,1,1,6,19,0,0,0,7,1,0,8,194,315,1
"Defender","Southampton",0.2,0,20,14,"u","Jack","Stephens",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Defender","Southampton",0.5,7,20,14,"a","Matt","Targett",39,0.1,1.8,1.2,0.5,226,0,0,0,3,0,0,0,0,0,0,0,28,41,14
"Midfielder","Swansea",1.4,35,80,18,"a","Jack","Cork",43,0.3,8.1,2.3,1.3,751,2,0,4,4,0,0,0,1,0,0,0,109,170,18
"Midfielder","Southampton",5.9,55,20,14,"d","Morgan","Schneiderlin",55,0,10,3.1,0.2,1467,3,1,8,9,0,0,0,5,1,0,4,281,322,14
"Midfielder","Southampton",1.9,60,20,14,"d","Steven","Davis",47,0.5,12.8,2.4,1.7,1941,0,2,9,15,0,0,0,2,0,0,2,270,365,14
"Midfielder","Southampton",1.9,55,20,14,"a","James","Ward-Prowse",48,0.4,11.5,3.4,1.8,1089,0,7,6,8,0,0,0,0,0,0,2,225,200,14
"Midfielder","Hull",0.1,33,88,7,"a","Gastón","Ramírez",54,0.5,6.1,1.9,2.5,708,1,2,1,10,0,0,0,0,1,0,3,116,107,7
"Midfielder","Southampton",4.7,67,20,14,"a","Victor","Wanyama",46,0.4,14.6,3,1.8,1620,3,1,7,16,0,0,0,5,0,0,8,254,357,14
"Midfielder","Southampton",0.6,1,20,14,"i","Lloyd","Isgrove",42,0,0.2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,3,14
"Midfielder","Southampton",0.1,14,20,14,"a","Harrison","Reed",43,0.3,3.3,2,1.5,369,0,0,3,1,0,0,0,0,0,0,0,51,69,14
"Midfielder","Southampton",5.2,100,20,14,"a","Dusan","Tadic",77,0.2,13,4.2,1.3,1712,3,9,9,13,0,0,1,2,0,0,11,430,371,14
"Forward","Southampton",0,0,20,14,"u","Billy","Sharp",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Forward","Southampton",0.1,0,20,14,"i","Jay","Rodriguez",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Forward","Southampton",0,5,20,14,"i","Emmanuel","Mayuka",47,0,1.1,1,0,54,0,0,0,2,0,0,0,0,0,0,0,4,9,14
"Forward","Southampton",0,0,20,14,"u","Pablo","Osvaldo",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Forward","Southampton",0,0,20,14,"i","Sam","Gallagher",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Forward","Southampton",13.6,105,20,14,"a","Graziano","Pellè",77,0.3,13.6,4,2,2310,8,5,13,18,0,0,0,4,0,0,10,381,279,14
"Goalkeeper","Spurs",0.1,0,6,15,"a","Brad","Friedel",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"Goalkeeper","Spurs",10.9,95,6,15,"a","Hugo","Lloris",56,0.6,17,3.7,0,2340,0,0,6,36,0,1,0,0,0,86,6,303,413,15
"Defender","Hull",1.4,30,88,7,"a","Michael","Dawson",46,0.5,6.5,1.9,2.3,1352,0,0,3,26,0,0,0,4,0,0,0,169,228,7
"Defender","Spurs",3.8,67,6,15,"a","Danny","Rose",48,1,14,3.4,0,1669,2,3,4,28,0,0,0,3,0,0,4,273,353,15
"Defender","Spurs",0.2,0,6,15,"u","Benoit","Assou-Ekotto",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"Defender","Spurs",1.6,28,6,15,"a","Younes","Kaboul",47,0,6,2.5,0,990,0,0,3,16,0,0,0,2,0,0,2,108,177,15
"Defender","Spurs",0.6,21,6,15,"a","Kyle","Walker",58,0.6,3.6,2.1,0,900,0,1,1,15,0,0,0,3,0,0,1,139,164,15
"Defender","Swansea",0.6,16,80,18,"a","Kyle","Naughton",43,0.9,3.7,1.8,3.8,674,0,1,1,8,0,0,0,1,2,0,2,114,104,18
"Defender","Spurs",2,64,6,15,"a","Jan","Vertonghen",59,0.4,10.8,2.9,0,1911,1,0,5,28,0,0,0,4,0,0,6,270,385,15
"Defender","Spurs",0.1,12,6,15,"a","Vlad","Chiriches",47,0,2.6,2,0,474,0,0,1,7,0,0,0,2,0,0,1,48,87,15
"Defender","Crystal Palace",0,1,31,5,"n","Ezekiel","Fryers",42,0,0.2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,5
