"type_name","team_name","selected_by","total_points","team_code","team_id","status","first_name","second_name","now_cost","value_form","value_season","points_per_game","ep_next","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","ea_index","bps","team"
"Midfielder","Hull",0.5,56,88,7,"a","Jake","Livermore",52,0.3,10.8,2.2,1.8,2208,1,1,6,33,0,0,0,8,0,0,0,232,332,7
"Midfielder","Hull",0.1,29,88,7,"a","Sone","Aluko",46,0.3,6.3,1.8,1.3,766,1,0,2,12,0,0,0,2,0,0,2,122,67,7
"Midfielder","Hull",0.5,9,88,7,"u","Tom","Ince",50,0.1,1.8,1.3,0,301,0,0,1,4,0,0,0,0,0,0,0,44,19,7
"Midfielder","Hull",0.3,1,88,7,"i","Robert","Snodgrass",56,0,0.2,1,0,39,0,0,0,0,0,0,0,0,0,0,0,7,4,7
"Forward","Hull",1.2,75,88,7,"a","Nikica","Jelavic",57,0.7,13.2,3.8,4.3,1461,8,1,5,22,0,0,0,2,0,0,6,227,235,7
"Forward","Hull",0,0,88,7,"u","Nick","Proschwitz",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Forward","Southampton",1.3,44,20,14,"a","Shane","Long",54,0,8.1,2.2,0,888,2,2,5,8,0,0,0,1,0,0,3,179,133,14
"Forward","Hull",0,3,88,7,"a","Yannick","Sagbo",49,0,0.6,1,0,42,0,0,0,1,0,0,0,0,0,0,0,5,11,7
"Goalkeeper","Leicester",2.9,33,13,8,"i","Kasper","Schmeichel",44,0,7.5,2.4,0,1260,0,0,1,26,0,0,0,0,0,48,1,111,184,8
"Goalkeeper","Leicester",7.7,31,13,8,"a","Ben","Hamer",41,0,7.6,3.9,0,720,0,0,3,8,0,0,0,0,0,19,2,76,126,8
"Defender","Leicester",0.3,45,13,8,"a","Wes","Morgan",44,0.1,10.2,1.8,0,2212,0,0,4,40,2,0,0,1,1,0,2,249,330,8
"Defender","Leicester",4.9,38,13,8,"a","Marcin","Wasilewski",40,0.6,9.5,2.4,0,1382,1,0,3,23,0,0,0,5,0,0,2,124,200,8
"Defender","Leicester",1.6,13,13,8,"n","Liam","Moore",39,0,3.3,1.2,0,937,0,0,1,19,0,0,0,4,0,0,0,105,114,8
"Defender","Leicester",0.3,31,13,8,"a","Ritchie","de Laet",43,0.1,7.2,1.8,0,1396,0,1,2,27,0,0,0,3,0,0,1,148,224,8
"Defender","Leicester",0.6,59,13,8,"a","Jeffrey","Schlupp",45,0.3,13.1,2.7,0,1631,3,1,3,30,0,0,0,4,0,0,0,178,221,8
"Defender","Leicester",0.7,56,13,8,"a","Paul","Konchesky",45,0.2,12.4,2.4,0,2008,1,1,4,34,0,0,0,1,2,0,5,214,336,8
"Defender","Leicester",0.4,-1,13,8,"a","Matthew","Upson",39,-0.1,-0.3,-0.5,0,148,0,0,0,4,1,0,0,0,0,0,0,11,7,8
"Midfielder","Leicester",0.1,28,13,8,"a","Daniel","Drinkwater",50,0.1,5.6,1.6,0,1188,0,0,0,24,0,0,0,1,0,0,0,109,178,8
"Midfielder","Leicester",0.1,18,13,8,"a","Dean","Hammond",44,0,4.1,1.8,0,748,0,0,2,13,0,0,0,3,0,0,0,82,109,8
"Midfielder","Leicester",0.1,30,13,8,"a","Matthew","James",44,0.3,6.8,1.7,0,1288,0,0,3,21,0,0,0,1,1,0,0,117,199,8
"Midfielder","Leicester",0.3,65,13,8,"a","Riyad","Mahrez",49,0.3,13.3,3.4,0,1453,2,4,2,25,0,0,0,0,0,0,6,261,266,8
"Midfielder","Leicester",0.1,13,13,8,"a","Anthony","Knockaert",50,0,2.6,1.4,0,335,0,0,1,4,0,0,0,0,0,0,0,39,38,8
"Midfielder","Leicester",1.3,29,13,8,"a","Andy","King",43,0.2,6.7,1.8,0,950,0,1,0,16,0,0,0,1,0,0,2,82,153,8
"Midfielder","Leicester",0.5,1,13,8,"u","Gary","Taylor-Fletcher",42,0,0.2,1,0,18,0,0,0,1,0,0,0,0,0,0,0,0,2,8
"Midfielder","Leicester",2.2,15,13,8,"a","Marc","Albrighton",42,0.3,3.6,1.7,0,285,0,2,1,3,0,0,0,2,0,0,0,50,60,8
"Forward","Leicester",0.4,50,13,8,"a","David","Nugent",49,0.5,10.2,2.2,0,1379,3,1,3,23,0,0,0,2,0,0,1,183,156,8
"Forward","Leicester",0.8,63,13,8,"a","Jamie","Vardy",46,0.5,13.7,2.9,0,1279,1,8,1,30,0,0,0,5,0,0,4,191,154,8
"Forward","Leicester",0.9,11,13,8,"i","Chris","Wood",43,0,2.6,1.6,0,114,1,0,0,3,0,0,0,0,0,0,0,15,26,8
"Forward","Leicester",0.2,0,13,8,"a","Jack","Barmby",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
